@relation corpus_final

@attribute corpus string
@attribute TLD {China,Germany,India,Japan,Pakistan}

@data
' WE HAVE MORE NEWS FOR YOU  ',Germany
' Subscribe to our weekly newsletter ',Germany
' Email   ',Germany
' Keep me updated with exclusive offers from partner companies ',Germany
' By clicking subscribe you agree that we may process your information in accordance with our privacy policy. For more information please visit this page. ',Germany
' Author ',Germany
' Abi Carter ',Germany
' Abi studied History   German at the University of Manchester. She has since worked as a writer editor and content marketeer but still has a soft spot for museums castles... ',Germany
' We use cookies to enhance your experience with Savills including to show you more personalised content and tailored advertisements. Find out more. Allow all cookies ',Germany
' Language ',Germany
' Site Search  ',Germany
' Munich ',Germany
' Savills has been there for you in the Bavarian capital since 2006. From traditional investment assets such as offices residential and retail property to hotels and modern student housing we can offer you our broad Savills service portfolio from the Munich office. Our all round experts in Investment and Occupier Services as well as Office Industrial and Retail Agency can support you with your real estate projects from the outset. ',Germany
' Based in the heart of the city in the historic old town between the Rindermarkt and Viktualienmarkt squares we re here for you with Savills  trusted expertise. When it comes to the property market in Munich and Bavaria our specialists from the real estate and construction sectors are in a class of their own. Perhaps you have tricky questions about investments lease negotiations or finding suitable tenants. ',Germany
' Or maybe you need a complex property valuation or support with expansion plans. Whatever your requirements our team of real estate economists commercial agents asset managers investment managers and architects work closely as a team to represent your interests as an investor occupier landlord or vendor. ',Germany
' Office Name ',Germany
' Munich ',Germany
' Address ',Germany
' Office opening hours ',Germany
' Office Number ',Germany
' Munich  ',Germany
' The state capital of Bavaria and a global city Munich is one of the most important major cities in Germany both economically and culturally. Home to corporate groups such as BMW Siemens Allianz and Linde the city is also a popular tourist destination thanks to its numerous attractions. The historic landmarks of Munich include the Viktualienmarkt square the town hall on Marienplatz the Gothic Frauenkirche church the Odeonsplatz and its former palace the Residenz  as well as the baroque Theatine Church and the classical Feldherrnhalle loggia. The famous Englischer Garten is one of the world s largest inner city parks. With its streams lakes grasslands and beer gardens the park offers a perfect public green space. ',Germany
' A healthy work life balance is assured which is why the idyllic urban quarter around our Savills office attracts crowds of locals and tourists alike. The traditional taverns restaurants caf s and bars exude the genuine Bavarian way of life while the shopping streets with their diverse retail offering entice visitors to enjoy a shopping spree. ',Germany
' And for those who prefer the countryside while Munich itself offers an appealing location and a high quality of life the surrounding area with the nearby Alps and numerous lakes such as the Starnberger See Tegernsee Ammersee and Chiemsee is packed with attractive destinations for local recreation. ',Germany
' Get in touch ',Germany
' Our Savills office is situated in the centre of Munich directly on the Rindermarkt. You can reach us within minutes from the Marienplatz  stop on the main S Bahn line or underground lines U3 and U6. Sendlinger Tor  underground station is also within walking distance. Drivers can use the Schrannenhalle  multi storey car park at Pr lat Zistl Str. 3 or the CONTIPARK Oberanger  underground car park. ',Germany
' Agency ',Germany
' Our agency team can offer you professional support across all aspects of commercial property in Germany. Whether you re an owner tenant landlord asset manager or developer we re here to advise you. ',Germany
' Investment ',Germany
' Whether you re a private or institutional investor a private equity firm or a developer Savills can provide the right investment advice for any investor. Our real estate experts are ready and waiting to assist you with any investment requirements throughout Germany Europe or worldwide. ',Germany
' Landlord Services ',Germany
' Forward planning the right tools and an experienced team with an extensive track record in acting for owners of commercial property allow us to support you in developing concepts for your assets as well as advising on planning repositioning and investments. We ll also create the optimal conditions for successful performance based property marketing and letting. ',Germany
' Workplace Consulting ',Germany
' Whether you re looking to create the optimal working environment or expertly market your office property our new workplace consulting service is the perfect solution for tenants and owners of commercial and retail space. ',Germany
' Occupier Services ',Germany
' Comprehensive professional representation in all locations and in every scenario   Savills will support you as an occupier of commercial and operational property to protect your national and international real estate interests. ',Germany
' Valuation ',Germany
' We provide our national and international clients with expert and up to date valuation and advisory services based upon a combination of advanced technical know how decades of experience in valuations and transactions as well as extensive market knowledge. ',Germany
' Portfolio Investment   M A Advisory ',Germany
' From market appraisals and investment analyses to strategic evaluations we advise purchasers of office retail and residential portfolios. We also support vendors of portfolios across all sectors and throughout the entire transaction process from preparation to closing. ',Germany
' Munich  M nchen  Germany   Expat city guide ',Germany
' Munich  M nchen  Germany   Expat city guide ',Germany
' If you re living in Munich or just passing through our expat city guide contains all the important information on the city s history sights attractions and transportation. ',Germany
' Munich city guide ',Germany
' Capital of the southern federal state Bavaria Munich is the third largest city in Germany after Berlin and Hamburg and one of the country s richest. As a rule M ncheners tend to hold steadfastly onto their heritage and exhibit it with pride so that much of what we think of as typically German  beer halls Lederhosen oompah bands  actually hails from Bavaria. ',Germany
' Unlike most German cities that were heavily bombed during the Second World War reconstruction in Munich primarily focused on restoring the city s traditional landscape and historic architecture. At the same time however the city also embraces modernity and innovation. Alongside classical architecture and beer steins sit high tech cars modern art and one of the largest expat populations in Germany. ',Germany
' A short history of Munich ',Germany
' The city s name derives from the Old High German term Munichen  meaning by the monks . This is a reference to the Benedictine monastery that stood on the site which would later become Munich s Altstadt. Sometime in the 12th century a toll bridge was established over the Isar River to profit from the passing stream of salt traders. ',Germany
' Capital of Bavaria ',Germany
' In 1506 Munich became the capital of a newly reunited Bavaria and as a devout Catholic city the centre of the Counter Reformation as well. During this time it flourished as a major European centre of arts architecture culture and science. While King Ludwig I worked to enhance the city s architecture the Fairytale King  Ludwig II focused his energies on building whimsical castles in the Bavarian countryside. ',Germany
' The Beer Hall Putsch ',Germany
' Munich has an important place in the history of the Nazi party so much so that Hitler referred to it as the Capital of the Movement   Hitler s initial supporters were concentrated in the city and it was here that the party staged their 1923 Beer Hall Putsch a failed attempt to overthrow the government. In 1933 the first concentration camp Dachau was opened just outside the city ',Germany
' War   The White Rose ',Germany
' During the Second World War Munich was subjected to heavy bombing and more than 90 percent of the city s historic centre was destroyed. Although the city was largely a hotbed of support for the Nazi party it was also the base of the White Rose a student resistance group who distributed anti Nazi leaflets. Many of its members most of whom were in their twenties were tried with high treason and executed in Munich in 1943. ',Germany
' Post war recovery ',Germany
' After the war Munich experienced strong economic growth as high tech industries and scientific institutions established themselves in the city. It is now a major centre of business technology and culture hosting major international corporations like BMW Siemens and Allianz. It also consistently ranks in the top 10 for quality of life in cities worldwide. ',Germany
' What to do in Munich  Sights   Activities ',Germany
' Anyone living in or visiting Munich needs to tick the following off their to do  list  ',Germany
' Visit the Hofbr uhaus ',Germany
' A trip to the world s most famous brewery is non negotiable. Originally established to put a stop to Munich s reliance on imported beer from Lower Saxony the famous Hofbr uhaus has been pulling pints since 1589. Order a litre glass  known as a Mass  try some local Bavarian delicacies and dance to the oompah band. ',Germany
' Stroll through Englischer Garten ',Germany
' One of Europe s biggest city parks Englischer Garten is a 5 kilometre sprawl of pathways meandering through trees lakes and beer gardens complete with a Greek temple Chinese pagoda and Japanese tea house. The south end of the park provides spectacular views over Munich s skyline. ',Germany
' Soak up some art ',Germany
' Aside from German beer and beer halls one of the things Munich does best is art galleries. It s not called the city of art and beer  for nothing  In the Kunstareal district in the centre of Munich there are no fewer than six art galleries covering everything from classical sculpture to 1960s design. ',Germany
' Taste some delicacies at the Viktualienmarkt ',Germany
' Dating from an 1807 ordinance from King Maximilian I the weekly Viktualienmarkt market in central Munich is the perfect place to try and buy all kinds of weird and wonderful produce. Over 140 market stalls and delicatessen stands cover an area of 22.000 square meters and offer ingredients not available anywhere else in the city. ',Germany
' Take a day trip ',Germany
' Residents of Munich have the luxury of being only a few hours  journey from some of Bavaria s best sites including Schloss Nymphenburg the summer residence of the Bavarian kings and the world famous Schloss Neuschwanstein Mad King  Ludwig II s fairytale palace. 14th century throwback Rothenburg ob der Tauber is also well worth a visit. ',Germany
' Travelling around Munich ',Germany
' Annual events in Munich ',Germany
' The following regular events in Munich are not to be missed  ',Germany
' Starkbierzeit ',Germany
' Forget Oktoberfest its smaller cousin Starkbierzeit  strong beer season   in March is more deserving of your attention. It s also a fantastic way to tide serious Oktoberfest fans over until the next September. The beers traditionally brewed by monks to get them through Lent start at 75  alcohol and were allegedly declared undrinkable  by the pope. We ll save you a seat. ',Germany
' Auer Dult ',Germany
' Held three times a year in April July and October Auer Dult is one of Munich s oldest markets. Take a stroll through the stalls offering a treasure trove of both antiques and junk  vintage dirndls anybody   As well as numerous food and beer stalls there are puppet shows and rides for the children. ',Germany
' Corpus Christi Street Processions ',Germany
' A leftover from Munich s historical connection to the counter reformation these lavish processions  Fronleichnamsprozessionen  were intended as a defiant display of Catholic belief. The Feast of Corpus Christi is a public holiday in Bavaria so there s no excuse not to soak up a slice of traditional Bavarian culture by watching the dressed up horses girls in white and priests as they pass by. ',Germany
' Impark Sommerfestival ',Germany
' This free festival takes place over four weeks in July and August in Munich s Olympia Park. The varied programme includes live music sporting events rides and food stalls. There is also a night time flea market. ',Germany
' Jobs in Munich ',Germany
' Munich is a top destination among expats worldwide and has a wide variety of companies offering jobs for internationals. Although increasingly an outward facing city German is still the main language of business in Munich so you may want to enrol in a German course as well. ',Germany
' Housing in Munich ',Germany
' Munich may well be the most expensive city in Germany but the quality of accommodation is high. Take a look at our selection of housing in Munich. ',Germany
' Studying in Munich ',Germany
' With more than 10 universities including an academy of fine arts and a business school Munich is a popular destination for international students wishing to study in Germany. ',Germany
' Video about Munich ',Germany
' Read also ',Germany
' IamExpat Jobs   Munich ',Germany
' Vacancies and jobs in English for expats in Munich. Find jobs by recruiters and international companies in Germany. ',Germany
' read more ',Germany
' IamExpat Housing   Munich ',Germany
' Find apartments rooms and houses for rent in Munich. ',Germany
' read more ',Germany
' Bavaria  Bayern  ',Germany
' Find out why expats flock to Bavaria the largest federal state in Germany and home to some of its best food weather cities sights and attractions. ',Germany
' read more ',Germany
' German cities ',Germany
' There are 79 large cities in Germany  our guides to the most expat friendly cities in Germany including what to do   see in Berlin Frankfurt   Munich. ',Germany
' read more ',Germany
' German federal states ',Germany
' Germany is a republic made up of 16 federal states  L nder . Our guides explore the unique history geography food and culture of each German state. ',Germany
' read more ',Germany
' Transportation in Germany ',Germany
' A guide to the German public transportation system for expats  public transport  S    U Bahn tram  taxis trains coaches long distance buses   driving. ',Germany
' read more ',Germany
' Sights   Attractions in Germany ',Germany
' Expats should see the sights and attractions Germany has to offer  Monuments castles palaces amusement parks   national parks  we ve got you covered. ',Germany
' Nymphenburg Palace  Info and tips about the palace and park ',Germany
' Palace park canal  What there is to see in Nymphenburg ',Germany
' Located in the west of the city Nymphenburg Palace  Schloss Nymphenburg  and its extensive park are one of Munich s top sights. Royal splendour lavishly decorated interior and romantic little castles in the park will make your visit worthwile. Take your time for there is a lot to see here  ',Germany
' Visit Nymphenburg Palace  What you shouldn t miss ',Germany
' What there is to see in and around Nymphenburg Palace is easily enough for more than just one day  ',Germany
' You should definitely take a look inside the palace as it is considered the most impressive remain of the royal splendour that dominated Munich over centuries ',Germany
' The various museums located in the area are also worth a visit   from natural history to porcelain there is a lot to see and learn ',Germany
' Not to be missed  Admiring the huge fountains and and the symmetrical park grounds from the grand staircase ',Germany
' In the summer months you can even take a gondola ride on the canal flowing through the palace grounds ',Germany
' If you have more time you can also discover a lot in the park surrounding the palace  romantic little castles and palaces canals bridges and much more. The park is the second largest in Munich after the English Garden. ',Germany
' Inside Nymphenburg Palace  Stone Hall and other highlights ',Germany
' The most important sculptors plasterers and painters of their time were responsible for the interior decoration of Nymphenburg Palace. The so called Stone Hall  Steinerner Saal  extends over three floors and the Beauty Gallery of King Ludwig I is also worth a visit. It includes a portrait of his fateful affair Lola Montez. The Birth Room of King Ludwig II is entirely decorated in green silk. ',Germany
' The palace museums  From natural history to porcelain ',Germany
' The natural history museum Mensch und Natur  Man and Nature  in the north wing of the palace vividly conveys the history and diversity of the earth and life. Children will enjoy hands on exhibits dioramas display boards and stuffed animals. ',Germany
' The Marstall Museum in the south wing displays ceremonial sleighs horse drawn carriages and saddlery from the time of the Bavarian rulers and kings. ',Germany
' With over 1000 exhibits the Porcelain Museum in the south wing spans almost 200 years of history of the world renowned Nymphenburg porcelain manufactory. ',Germany
' The Erwin von Kreibig Museum in the south wing of the palace houses works by the Munich artist who gave the museum its name as well as works by regional artists. ',Germany
' Nymphenburg Palace Park  Garden art inspired by Versailles ',Germany
' The Nymphenburg Palace Park is one of the largest and most important works of garden art in Germany. The park whose design is based on the French gardens of Versailles Palace begins with a layout in the symmetrical French style just below the magnificent grand staircase. ',Germany
' The rest of the 229 hectare area is predominantly an English landscape park with small streams canals cascades bridges branched paths and artificial lakes. Thanks to a number of figures and statues and in some places very hidden smaller park castles and palaces the park looks like a fairytale forest in some places. ',Germany
' Must sees in the park  castles temples romantic locations ',Germany
' If you want to discover the entire park with all its castles and palaces you can easily spend a whole day there. The festive Badenburg on the Great Lake in the southern part of the park and the exotic Pagodenburg on the smaller lake in the northern part of the park are architectural gems. ',Germany
' Larger and more magnificent is the Amalienburg with its hall of mirrors. You will find the Jagdschl sschen  Hunting Castle  right next to the large castle. Also worth mentioning are the Magdalenenklause a hermitage designed as a run down ruin and the Apollo Temple   a monopteros with ten columns on Lake Badenburg. ',Germany
' Video  Take a stroll through Nymphenburg Palace ',Germany
' Externer Beitrag ',Germany
' Ich m chte eingebundene Youtube Inhalte auf muenchen.de sehen. Hierbei werden personenbezogene Daten  IP Adresse o. .  an Youtube  bertragen. Diese Einstellung kann jederzeit mit Wirkung f r die Zukunft auf der Seite Datenschutz durch Anklicken des Opt Out Buttons ge ndert werden. ',Germany
' Nymphenburg Canal  gondola rides ice skating curling ',Germany
' Located right between the two shady avenues leading up to the palace lies the Nymphenburg Canal. In summer it belongs not only to the swans. Many visitors from all over the world are only too happy to hop on board the gondolas and go for a ride. It s an experience not to be missed   Munich feels a bit like Venice here  ',Germany
' In winter when it s cold enough for a longer period of time the canal might freeze over   and then ice skating playing ice hockey or curling is possible here in the middle of the city. ',Germany
' History  a gift that turned into a Munich landmark ',Germany
' Elector Ferdinand Maria must have been truly overjoyed at the birth of his long awaited heir to the throne Max Emanuel. For this reason alone he commissioned Nymphenburg Palace in 1664 as a gift to his wife Adelheid of Savoy. ',Germany
' Ferdinand Maria s son Max Emanuel commissioned well known architects such as Enrico Zuccalli Giovanni Antonio Viscardi and Joseph Effner to carry out extensive remodeling work. Later generations continued to expand der palace grounds. ',Germany
' Together with the avenues leading towards it the canal and the fountain the palace is a symmetrical and harmonious piece of art that is unparalleled not only in Bavaria. ',Germany
' Opening times for Nymphenburg Palace and park ',Germany
' The palace park is open all year long the opening times change by season. ',Germany
' Please note  some of the buildings can be viewed only during the summer season. ',Germany
' Opening hours for the palace  ',Germany
' April through mid October daily 9 00 am to 6 00 pm ',Germany
' Mid October through March. daily 9 00 am to 4 00 pm ',Germany
' Menu line  ',Germany
' Categories  ',Germany
' Navigation  ',Germany
' Main information  ',Germany
' Nymphenburg Palace ',Germany
' History ',Germany
' Nymphenburg Palace owes its foundation as a summer residence to the birth of the long awaited heir to the throne Max Emanuel who was born in 1662 to the Bavarian Elector Ferdinand Maria and his wife Henriette Adelaide of Savoy after some ten years of marriage. ',Germany
' Elector Ferdinand Maria and Henriette Adelaide of Savoy Sebastiano Bombelli 1666 ',Germany
' A site on the edge of the court lands to the west of the city and the Residenz was chosen for the new building   a location which at that time was still some way out of Munich surrounded by open countryside. In 1664 construction began to the plans of the north Italian architect Agostino Barelli who also designed Munich s Theatine Church. ',Germany
' Initially the Italianate Nymphenburg summer residence was a mighty cubic pavilion flanked by the court church several outbuildings and a small walled geometrical garden. By 1679 the palace complex in its first incarnation had nearly been finished. ',Germany
' Nymphenburg Palace acquired its present day dimensions under the elctor Max Emanuel  reigned 1680 1726 . Supervised by the court architect Henrico Zuccalli two off set pavilions were built on each side of the existing structure to the north and south. Begun in 1701 the pavilions were linked with the central edifice by galleries. ',Germany
' Nymphenburg Palace copperplate engraving by M. Wening 1701 ',Germany
' However the Spanish War of Succession soon put a stopp to construction work because Max Emanuel was again obliged to spend time outside Bavaria from 1704 to 1715. ',Germany
' When the Elector returned to Munich in 1715 he was accompanied by numerous French or French trained artists. As his palace complexes such as those in Dachau F rstenried Nymphenburg and Schlei heim were further enlarged these artists supplied works conforming to the latest French fashions. ',Germany
' Notable among them were the architect Joseph Effner and the garden artist Dominique Girard. But local painters also received important commissions. The views of the Bavarian Palaces in the galleries were executed by Franz Joachim Beich while among the stucco workers Johann Baptist Zimmermann was the leading light. So it was that the Munich court developed into one of Europe s foremost centres of the arts. ',Germany
' Nymphenburg Palace town side Maximilian de Geer around 1730  section  ',Germany
' About 1715 the court architect Joseph Effner together with the French landscape architect Dominique Girard designed an overall plan for Nymphenburg and the subsequent extension was carried out in accordance with this plan. ',Germany
' Of the measures that were implemented then the following are the most notable  the central pavilion as the focal point of the ensemble was redesigned the royal apartments were furnished and decorated the annexes situated in front of the main palace were rebuilt as residences for court officials and the crescent was constructed with a circular wall and five pairs of pavilions. Radiating out from the centre the perspectively off set structures fused to form a completely symmetrical ideal town which could accommodate the royal household. ',Germany
' After 1715 and following the plans of Dominique Girard and Joseph Effner the park was also redesigned and extended giving it its present dimensions and Baroque style. ',Germany
' Karl Albrecht first as Elector of Bavaria  reigned 1726 45  and then as Emperor Charles VII  from 1742 onwards  continued the construction work at Nymphenburg begun by his father. He enhanced the complex by adding the palace s crescent. Both palace and crescent were intended to form the centre of a planned Carlstadt  Charles Town . ',Germany
' Amalienburg Hall of Mirrors ',Germany
' His most precious legacy however is the Amalienburg in Nymphenburg s park. With this witty graceful Rococo gem Fran ois Cuvill s the Elder a Paris trained architect brought Munich court art to its peak of expression. Executed by pre eminent artists and specialist court workshops the Amalienburg now ranks among the most charming European architectural creations of the period. ',Germany
' Under Elector Maximilian III Joseph  reigned 1745 77  the Great Hall at Nymphenburg Palace acquired the opulent decoration that can be admired today. Here Johann Baptist Zimmermann together with Fran ois Cuvilli s the Elder created a major work of Munich court Rococo. The vaulted ceiling of the Palace Chapel was also painted. Finally under Max III Joseph the Nymphenburg Porcelain Manufactory moved into its present quarters at the front of the palace. ',Germany
' At this time the park too was given a new look. The Grand Parterre was remodelled and adorned with statues of the most important gods of Olympus. The exterior flights of steps also date from this period and form a suitably representative entrance to the main building and Great Hall. ',Germany
' Nymphenburg Palace town side Bernardo Bellotto known as Canaletto 1761 ',Germany
' Elector Karl Theodor who ruled in Bavaria and the Palatinate from 1777 to 1799 changed little at Nymphenburg. He had the galleries widened to create new rooms which were furnished in the style of the day. In 1792 Karl Theodor opened the Nymphenburg palace park to the public. ',Germany
' Queen s study ',Germany
' When Bavaria became a kingdom in the early nineteenth century Nymphenburg resumed its important function. Elector Maximilian IV Joseph who as Maximilian I Joseph was the first King of Bavaria  reigned 1806 25  ordered some of the rooms to be redesigned and appointed with noble Neoclassical furniture. ',Germany
' The superintendent of the royal gardens Friedrich Ludwig Sckell tranformed the geometrical French gardens into a landscape garden in the English style. ',Germany
' King Maximilian I Joseph died at Nymphenburg in 1825. In subsequent years the palace remained a favourite residence of the Bavarian royal family. King Ludwig II of Bavaria  reigned 1864 1886  was born here on 25 August 1845. ',Germany
' Neuschwanstein Castle  guided tours tickets and excursion tips ',Germany
' The perfect day trip from Munich to Neuschwanstein Castle ',Germany
' Neuschwanstein castle built by King Ludwig II even served as a model for the famous Disneyland castle. But there are many more reasons for a visit. ',Germany
' Neuschwanstein at a glance ',Germany
' Characteristic of the world famous Neuschwanstein Castle are its idyllic location on a craggy cliff and its medieval facade. ',Germany
' Originally the castle was built by King Ludwig II as a private retreat. However before the construction work was completed he died on June 13 1886. ',Germany
' On August 1 1886 the palace was opened for public viewing. Today up to 6000 people from all over the world stream through the chambers every day during the summer months. ',Germany
' From Munich the fairytale castle in the Ammergau Alps can be reached in just under 2 hours by car and is thus perfect for a day trip. ',Germany
' Architecture  From a knight s castle to a Disney castle ',Germany
' Neuschwanstein castle stands on a craggy rock 200 meters above the valley. It was modeled on the style of a monumental Romanesque knight s castle with the swan as a recurring symbol of the d cor. ',Germany
' Incidentally the extraordinary building of the fairy tale king Ludwig II also inspired Walt Disney  ',Germany
' The famous logo of the production company is based on the silhouette of Neuschwanstein. ',Germany
' And the castles in the animated fairy tales Cinderella and Sleeping Beauty are also modeled on the Bavarian castle. ',Germany
' Interior  The chambers of King Ludwig II ',Germany
' As a reclusive dreamer King Ludwig II built the castle just for himself. No stranger was ever to enter his imaginative counterworld. ',Germany
' Today visitors have the opportunity to marvel at splendidly furnished living and representation rooms. Among the highlights  ',Germany
' King Ludwig II s chambers. ',Germany
' The sacral throne room ',Germany
' The Singers  Hall with impressive murals ',Germany
' A spectacularly illuminated grotto in the apartments ',Germany
' Castle highlights  Guided tours tickets caf  and souvenirs ',Germany
' Visits to the palace chambers are only possible as part of a guided tour. Tickets can be purchased either online or at the Ticket Center in Hohenschwangau. The tickets must therefore be purchased before going up to the castle. ',Germany
' But Neuschwanstein is always worth a visit to admire the castle from the outside as well. Great photos are possible for example from the Marienbr cke. The footpath there is signposted. ',Germany
' Around the castle grounds visitors can also  ',Germany
' Rest and fortify themselves in the caf  on the second floor ',Germany
' Experience a multimedia show on King Ludwig II and his castles ',Germany
' Stock up on souvenirs of all kinds in the museum store  from pocket knives to sofa cushions with the image of the fairy tale king and the facade of the palace everything is available ',Germany
' How to get to Neuschwanstein castle from Munich ',Germany
' By car  Take the A7 in the direction of F ssen to the end of the highway then follow the B17 in the direction of Schwangau. At the end of the village turn right towards Hohenschwangau and follow the signs to the  paid  parking spaces. Travel time  approx. 2 hours ',Germany
' By public transport  By train to F ssen train station from here bus lines 73 and 78 make regular stops at Hohenschwangau Neuschwanstein Castles Schwangau. Travel time  approx. 3 hours ',Germany
' Once you arrive in Hohenschwangau you can take a horse drawn carriage ride up to the royal castle. A bus also regularly takes visitors to Neuschwanstein. Those who prefer a leisurely walk will walk for about 30 to 40 minutes. ',Germany
' The builder  Info about the fairy tale king Ludwig II ',Germany
' King Ludwig II ruled Bavaria from 1864 until his death in 1886. He ascended the throne at the age of just 18 without any political experience. His main interest was in the arts especially the composer Richard Wagner. ',Germany
' Ludwig had built his castles Herrenchiemsee Linderhof and Neuschwanstein for his private use in order to be able to retreat into his dream worlds far from any public view. ',Germany
' The king s sprawling building projects put a strain on his fortune. He was repeatedly forced to take out loans. Because of his indebtedness the Bavarian government decided in 1886 to depose the king by means of a declaration of incapacity. Legends and myths still surround his death in Lake Starnberg. ',Germany
' Partner Hotels ',Germany
' The partner hotels of EVENT Hotels are located in the most popular cities   destinations across Europe ',Germany
' As part of the international operating hotelmanagement company EVENT Hotels we are proud to present all hotels of the group on this page. ',Germany
' No matter if city trip wellness trip or business trip   EVENT Hotels has the perfect accommodation for every taste and budget always offered to you with an outstanding service and a welcoming smile. And you will solely find your overnight stay for the best price through the hotel s own website   guaranteed  ',Germany
' ibis Budget Berlin Hoppegarten ',Germany
' ibis Hotel Berlin Dreilinden ',Germany
' ibis Hotel Wurzburg City ',Germany
' City hotel directly at the old harbor of the Baroque city W rzburg ',Germany
' Mercure Dusseldorf Kaarst ',Germany
' Spacious hotel in the green countryside of Dusseldorf outskirts ',Germany
' Mercure Hotel Aachen Europaplatz ',Germany
' Convenient located hotel near Aachen s city center and the the Dutch German border ',Germany
' Mercure Cologne Belfortstra e ',Germany
' Quiet city hotel near the River Rhine and Cologne Cathedral ',Germany
' Park Inn by Radisson Neumarkt ',Germany
' Inviting hotel in the city quarter Neuer Markt mall ',Germany
' Radisson Blu Erfurt ',Germany
' Inviting city hotel in downtown Erfurt ',Germany
' The Westin Leipzig ',Germany
' Centrally located conference hotel close to the main train station and the Leipzig Zoo ',Germany
' The Westin Grand Berlin ',Germany
' Traditional charming hotel on famous Berlin Friedrichstrasse ',Germany
' Hotel Lyskirchen Cologne ',Germany
' Popular boutique hotel in Cologne s old town ',Germany
' Mercure Hannover Oldenburger Allee ',Germany
' Mercure Hotel Muenchen Sued Messe ',Germany
' Mercure Potsdam City ',Germany
' City hotel in the historical city center at the city palace ',Germany
' Park Inn by Radisson Dresden ',Germany
' Modern hotel located in trending Dresden Neustadt quarter ',Germany
' Park Inn by Radisson Papenburg ',Germany
' Centrally located hotel in downtown Papenburg ',Germany
' Radisson Blu Leipzig ',Germany
' Central city hotel on Leipzig s Augustinerplatz near the opera and the Gewandhaus ',Germany
' Bilderberg Bellevue Dresden ',Germany
' Top hotel on the banks of the Elbe in Dresden opposite Hofkirche and Semper opera house ',Germany
' Hotel Nikko Dusseldorf ',Germany
' First class hotel with asian flair ',Germany
' ibis Dresden Zentrum ',Germany
' Popular hotel in downtown Dresden on Prager Strasse ',Germany
' ibis Hotel Cologne Airport ',Germany
' Mercure Bochum City ',Germany
' City hotel at Bochum s main train station with a fantastic view ',Germany
' Mercure Hotel Koblenz ',Germany
' City hotel on the Rhine next to Koblenz Castle and Rhein Mosel Halle ',Germany
' Mercure Hotel Bristol Stuttgart Sindelfingen ',Germany
' Popular hotel in Stuttgart Sindelfingen ',Germany
' Mercure Stuttgart Sindelfingen an der Messe ',Germany
' Convention hotel directly at the convention centre and close to Stuttgart Airport ',Germany
' ibis Bamberg Altstadt ',Germany
' ibis Frankfurt Messe West ',Germany
' ibis Hotel Cologne Frechen ',Germany
' Inexpensive hotel at the Cologne West motorway junction ',Germany
' Mercure Dortmund Centrum ',Germany
' Traditional hotel in Dortmund city centre ',Germany
' Mercure Hotel Duisburg City ',Germany
' Comfortable city hotel next to the Duisburg main station ',Germany
' Mercure Kamen Unna ',Germany
' Conveniently located conference hotel at Kamen motorway junction near Dortmund Airport ',Germany
' Park Inn by Radisson Berlin Alexanderplatz ',Germany
' Berlin city hotel on Alexanderplatz square with breathtaking views ',Germany
' Places ',Germany
' Top 10 Amazing Places to Visit When You re in Miami ',Germany
' When talking about Miami it s impossible not to think about partying. All the clubs bars and beach parties all offer a wild time to result in amazing memories. The truth is Miami offers way much more than just partying. The city has other things waiting to be seen and explored  ',Germany
' Lake Garda Booking Center ',Germany
' lagodigardamagazine booking center garda lake you can book your vacations holiday business trips and sport weekend and find a lot of useful informations about hotels residences and campings . You will find also information abuot all the towns near the lake events sports news services and places to visit around the lake. ',Germany
' Paris Springtime ',Germany
' 10 Most Beautiful Castles around the World ',Germany
' Neuschwanstein Castle Germany Neuschwanstein Castle is a nineteenth century Romanesque Revival palace on a rugged hill above the vi... ',Germany
' Instagrams From Hawaii... ',Germany
'    Swimsuit Hat Glasses Earrings    Swimsuit Shorts Glasses    Dress Sunglasses    Clutch Bracelet    Cover Up Glasses Earrings Lip Gloss    Swimsuit Hat Glasses Earrings So amazing what a little iphone can capture. Such fun memories I ll cherish forever  Follow me on instagram   rachparcell  to see more photos from our time in Maui and for all the behind the scenes of Pink Peonies  Have a wonderful weekend and thanks for stopping by  xo Rach ',Germany
' Cadolzburg 2 ',Germany
' Explore Arnim Schulz s photos on Flickr. Arnim Schulz has uploaded 31065 photos to Flickr. ',Germany
' 25 March 2018 ',Germany
' It is raining hard and we are wondering whether it is really worth it  At first a visit to the fabled palaces of Sintra seemed perfect to spend a 12 hour layover at Lisbon Airport on the way travelling between West Africa and Berlin   after all UNESCO designated Sintra is only about an hour away from the airport. ',Germany
' But meanwhile we have read Nextbiteoflife s post on overtourism in Sintra and combined with the bad weather  and our clothing situation think Sandals and T Shirts  we are having second thoughts. On the other hand the tourist crowds shouldn t be such a problem on a rainy winter day  When we arrive just after 9 am at Sintra station the rain has stopped for the time being but the puddles on the street prove a challenge for our flimsy sandals and loafers. After all Northern Togo was around 40  C and no we didn t bring an umbrella on our West Africa travel   ',Germany
' Mediaeval palaces romantic atmosphere and a picturesque mountain village   we had read the travel guidebooks  descriptions but did not get any proper idea of what awaited us. Sintra is indeed relatively mountainous considering it s so close to the sea and on the rocky outcrop above the village the ruins of the Moorish castle are visible in dense clouds. Cute old houses are huddled on the side of the mountain. ',Germany
